state,birth_year,birth_month,LBW_ratio,latitude,longitude,mp1,mp2,mp3,mp4,mp5
Alabama,2016.0,1,0.1091894144613461,32.7794,-86.8287,0.0005,0.0063333333333333,0.381658,0.323,0.2763246666666666
Alabama,2016.0,10,0.1027397260273972,32.7794,-86.8287,0.323,0.13331688888888887,1081.081081081081,534.787380952381,734.407
Alabama,2016.0,11,0.1077551020408163,32.7794,-86.8287,0.008421428571428568,797.6906282051282,850.0,721.0371774193549,2.43875
Alabama,2016.0,12,0.1060421735604217,32.7794,-86.8287,0.021916666666666636,1304.3478260869565,493.6539423076923,728.251090909091,601.8908080997849
Alabama,2016.0,2,0.0884786760025461,32.7794,-86.8287,0.0005,0.0063333333333333,0.323,0.13966666666666666,0.0024444444444443997
Alabama,2016.0,3,0.1035699460356994,32.7794,-86.8287,0.0063333333333333,0.0007500000000000001,0.323,0.279258,1304.3478260869565
Alabama,2016.0,4,0.1047387068201948,32.7794,-86.8287,0.0063333333333333,0.0007500000000000001,0.323,0.279258,1081.081081081081
Alabama,2016.0,5,0.1028797996661101,32.7794,-86.8287,0.0063333333333333,0.323,0.005933333333333335,0.0018888888888888664,850.0
Alabama,2016.0,6,0.1051795991268108,32.7794,-86.8287,480.431175652174,0.323,0.13956688888888888,1304.3478260869565,493.6539423076923
Alabama,2016.0,7,0.1072279586973788,32.7794,-86.8287,480.431175652174,0.323,0.13331688888888887,1081.081081081081,534.787380952381
Alabama,2016.0,8,0.0983267531490881,32.7794,-86.8287,0.323,0.1382502222222222,0.0038888888888888667,850.0,721.0371774193549
Alabama,2016.0,9,0.1017013955266679,32.7794,-86.8287,0.323,0.13956688888888888,1304.3478260869565,493.6539423076923,728.251090909091
Alabama,2017.0,1,0.1003861003861003,32.7794,-86.8287,0.0096666666666666,1081.081081081081,534.787380952381,734.407,400.8
Alabama,2017.0,10,0.1065557536145771,32.7794,-86.8287,734.407,400.8,926.5731343283584,728.9173105059052,4.062916666666667
Alabama,2017.0,11,0.1141993957703927,32.7794,-86.8287,2.43875,334.17380952380944,1161.302,461.5968492063492,240.34783691756272
Alabama,2017.0,12,0.103582395087001,32.7794,-86.8287,311.259606060606,607.189393939394,1231.7653846153846,534.7255565268066,915.1283676584853
Alabama,2017.0,2,0.0919207656354329,32.7794,-86.8287,797.6906282051282,850.0,721.0371774193549,2.43875,334.17380952380944
Alabama,2017.0,3,0.0994164235097957,32.7794,-86.8287,1304.3478260869565,493.6539423076923,728.251090909091,1073.765803014054,607.189393939394
Alabama,2017.0,4,0.0954337899543379,32.7794,-86.8287,1081.081081081081,534.787380952381,734.407,400.8,926.5731343283584
Alabama,2017.0,5,0.1003576688407321,32.7794,-86.8287,850.0,721.0371774193549,2.43875,334.17380952380944,1161.302
Alabama,2017.0,6,0.0935745477230193,32.7794,-86.8287,493.6539423076923,728.251090909091,1231.7653846153846,607.189393939394,1231.7653846153846
Alabama,2017.0,7,0.1064631245043616,32.7794,-86.8287,534.787380952381,734.407,400.8,926.5731343283584,669.7092191080557
Alabama,2017.0,8,0.1046343229543808,32.7794,-86.8287,721.0371774193549,2.43875,334.17380952380944,1161.302,540.5377291346646
Alabama,2017.0,9,0.1040906472056846,32.7794,-86.8287,728.251090909091,821.2845897435897,607.189393939394,1231.7653846153846,500.10686965811965
Alabama,2018.0,1,0.1106792144026186,32.7794,-86.8287,400.8,926.5731343283584,724.97724396263,3.250833333333334,334.17380952380944
Alabama,2018.0,2,0.1058579335793357,32.7794,-86.8287,334.17380952380944,1161.302,540.5377291346646,809.7305384615383,495.14508229333325
Alabama,2018.0,3,0.0953483477162702,32.7794,-86.8287,607.189393939394,1231.7653846153846,537.9520202020202,934.1675465057818,495.14508229333325
Alabama,2018.0,4,0.109769984058301,32.7794,-86.8287,926.5731343283584,585.9007976013235,476.60421377568804,378.5912698412698,670.4027937361194
Alabama,2018.0,5,0.1069709022398995,32.7794,-86.8287,1161.302,486.63622763347763,713.8454067796611,714.5901645866666,713.6506407357155
Alabama,2018.0,6,0.1002311409960075,32.7794,-86.8287,1231.7653846153846,463.94973701298704,699.2373952854081,714.5901645866666,607.189393939394
