state,birth_year,birth_month,LBW_ratio,latitude,longitude,mp1,mp2,mp3,mp4,mp5
California,2017.0,10,0.0683893963020717,37.1841,-119.469,0.410987,0.410987,0.410987,0.410987,0.410987
California,2017.0,11,0.0690357161263722,37.1841,-119.469,0.410987,0.410987,0.410987,0.410987,0.410987
California,2017.0,12,0.0694043250839253,37.1841,-119.469,0.410987,0.410987,0.410987,0.410987,0.410987
California,2017.0,2,0.0671629353924782,37.1841,-119.469,0.0025,0.006,0.0005,0.00425,0.410987
California,2017.0,3,0.0680110412513418,37.1841,-119.469,0.0035,0.0035,0.0,0.410987,0.0035
California,2017.0,4,0.0694001190025423,37.1841,-119.469,0.006,0.0005,0.006,0.410987,0.006
California,2017.0,5,0.068248730964467,37.1841,-119.469,0.006,0.0005,0.006,0.410987,0.006
California,2017.0,6,0.0684741585149811,37.1841,-119.469,0.0035,0.0,0.410987,0.0035,0.0035
California,2017.0,7,0.070427755949292,37.1841,-119.469,0.0005,0.2057435,0.410987,0.2057435,0.2057435
California,2017.0,8,0.0676392572944297,37.1841,-119.469,0.0005,0.2057435,0.410987,0.2057435,0.2057435
California,2017.0,9,0.0677389794540368,37.1841,-119.469,0.0,0.410987,0.2054935,0.2054935,0.2054935
California,2018.0,1,0.0705343111576741,37.1841,-119.469,0.410987,0.410987,0.410987,0.410987,0.410987
California,2018.0,10,0.0698562158035373,37.1841,-119.469,0.2237489999999999,0.2237489999999999,1579.68970394,0.172157,0.2237489999999999
California,2018.0,11,0.0727053203496154,37.1841,-119.469,0.2237489999999999,0.2237489999999999,1579.68970394,0.172157,0.2237489999999999
California,2018.0,12,0.0685306871691186,37.1841,-119.469,1441.121369956522,1527.9736719666664,1441.121369956522,0.2237489999999999,1441.121369956522
California,2018.0,2,0.0682101720486262,37.1841,-119.469,0.410987,0.410987,0.410987,0.410987,0.410987
California,2018.0,3,0.0705614768189151,37.1841,-119.469,1527.9736719666664,1527.9736719666664,1527.9736719666664,1527.9736719666664,1527.9736719666664
California,2018.0,4,0.0706113843991567,37.1841,-119.469,1579.68970394,1579.68970394,1579.68970394,1579.68970394,1579.68970394
California,2018.0,5,0.0723188018186681,37.1841,-119.469,1579.68970394,1579.68970394,1579.68970394,1579.68970394,1579.68970394
California,2018.0,6,0.0700544959128065,37.1841,-119.469,1484.5475209615943,1484.5475209615943,1484.5475209615943,1527.9736719666664,1441.121369956522
California,2018.0,7,0.0695349189516739,37.1841,-119.469,789.93093047,789.93093047,789.93093047,1579.68970394,0.172157
California,2018.0,8,0.0680209220289502,37.1841,-119.469,789.93093047,789.93093047,789.93093047,1579.68970394,0.172157
California,2018.0,9,0.0666683728310385,37.1841,-119.469,1441.121369956522,1441.121369956522,1527.9736719666664,1441.121369956522,0.2237489999999999
California,2019.0,1,0.0733169217596061,37.1841,-119.469,0.2237489999999999,1579.68970394,0.172157,0.2237489999999999,0.2237489999999999
California,2019.0,10,0.068644412782414,37.1841,-119.469,0.2237489999999999,0.2237489999999999,0.2237489999999999,0.2237489999999999,0.2237489999999999
California,2019.0,11,0.072802464681229,37.1841,-119.469,0.2237489999999999,0.2237489999999999,0.2237489999999999,0.2237489999999999,0.2237489999999999
California,2019.0,2,0.0702768033487604,37.1841,-119.469,0.2237489999999999,1579.68970394,0.172157,0.2237489999999999,0.2237489999999999
California,2019.0,3,0.0713189151337229,37.1841,-119.469,1527.9736719666664,1441.121369956522,0.2237489999999999,1441.121369956522,1441.121369956522
California,2019.0,4,0.0695550418129406,37.1841,-119.469,1579.68970394,0.172157,0.2237489999999999,0.2237489999999999,0.2237489999999999
California,2019.0,5,0.0706559571619812,37.1841,-119.469,1579.68970394,0.172157,0.2237489999999999,0.2237489999999999,0.2237489999999999
California,2019.0,6,0.0701734688149104,37.1841,-119.469,1441.121369956522,0.2237489999999999,720.672559478261,720.672559478261,720.672559478261
California,2019.0,7,0.0722658240750178,37.1841,-119.469,0.172157,0.2237489999999999,0.19795299999999993,0.19795299999999993,0.19795299999999993
California,2019.0,8,0.0707309193031289,37.1841,-119.469,0.172157,0.2237489999999999,0.19795299999999993,0.19795299999999993,0.19795299999999993
California,2019.0,9,0.0698347855314528,37.1841,-119.469,0.2237489999999999,0.2237489999999999,0.2237489999999999,0.2237489999999999,0.2237489999999999
Connecticut,2016.0,1,0.0885896527285613,41.6219,-72.7273,0.002,0.00375,0.0176153846153846,0.1216666666666666,0.0139999999999999
Connecticut,2016.0,10,0.0731623931623931,41.6219,-72.7273,0.1216666666666666,0.0139999999999999,0.0032,0.0056666666666666,0.0006666666666666
Connecticut,2016.0,11,0.079175704989154,41.6219,-72.7273,0.006,0.0069999999999999,0.006,0.00125,0.006
Connecticut,2016.0,12,0.0883846935320013,41.6219,-72.7273,0.0139999999999999,0.0,0.006,0.00125,0.003625
