Unnamed: 0.1,Unnamed: 0,state,birth_year,birth_month,LBW_ratio,latitude,longitude,mp1,mp2,mp3,mp4,mp5,Degree Farenheit
294,294,Florida,2020,4,0.08503956,28.6305,-82.4497,,,,,,67.4
295,295,Florida,2020,5,0.087463729,28.6305,-82.4497,,,,,,69.1
296,296,Florida,2020,6,0.085680473,28.6305,-82.4497,,,,,,71.1
297,297,Florida,2020,7,0.088368707,28.6305,-82.4497,,,,,,72.8
298,298,Florida,2020,8,0.090035882,28.6305,-82.4497,,,,,,74.1
299,299,Florida,2020,9,0.083273787,28.6305,-82.4497,,,,,,74.8
300,300,Georgia,2016,1,0.096220576,32.6415,-83.4426,0.004555556,0.006375,0.026125,0.0866,0.014,44.4
301,301,Georgia,2016,10,0.09920267,32.6415,-83.4426,0.0866,0.014,1025.641436,526.4315469,667.6427879,67.9
302,302,Georgia,2016,11,0.098932715,32.6415,-83.4426,0.034,0.014,809.5242857,687.7585692,2.43875,67
303,303,Georgia,2016,12,0.099164646,32.6415,-83.4426,0.032,1304.347826,466.7279091,690.5829655,,65.8
304,304,Georgia,2016,2,0.094807692,32.6415,-83.4426,0.0045,0.006555556,0.0566,0.034,0.014,47.2
305,305,Georgia,2016,3,0.095352936,32.6415,-83.4426,0.004285714,0.009666667,0.051454545,0.032,1304.347826,51.8
306,306,Georgia,2016,4,0.100685817,32.6415,-83.4426,0.006375,0.026125,0.0866,0.014,1025.641436,54.8
307,307,Georgia,2016,5,0.098795866,32.6415,-83.4426,0.006555556,0.0566,0.034,0.014,809.5242857,58
308,308,Georgia,2016,6,0.094943145,32.6415,-83.4426,0.009666667,0.051454545,0.032,1304.347826,466.7279091,61.6
309,309,Georgia,2016,7,0.100348494,32.6415,-83.4426,0.026125,0.0866,0.014,1025.641436,526.4315469,64.6
310,310,Georgia,2016,8,0.095990279,32.6415,-83.4426,0.0566,0.034,0.014,809.5242857,687.7585692,66.8
311,311,Georgia,2016,9,0.098617757,32.6415,-83.4426,0.051454545,0.032,1304.347826,466.7279091,690.5829655,68
312,312,Georgia,2017,1,0.102504422,32.6415,-83.4426,0.014,1025.641436,526.4315469,667.6427879,400.8,53.2
313,313,Georgia,2017,10,0.098671374,32.6415,-83.4426,667.6427879,400.8,926.5731343,,,68.4
314,314,Georgia,2017,11,0.09834533,32.6415,-83.4426,2.43875,334.1738095,1161.302,,,67.3
315,315,Georgia,2017,12,0.103339809,32.6415,-83.4426,,607.1893939,1231.765385,,,65.8
316,316,Georgia,2017,2,0.091974934,32.6415,-83.4426,0.014,809.5242857,687.7585692,2.43875,334.1738095,54.9
317,317,Georgia,2017,3,0.094590794,32.6415,-83.4426,1304.347826,466.7279091,690.5829655,,607.1893939,55.9
318,318,Georgia,2017,4,0.099618832,32.6415,-83.4426,1025.641436,526.4315469,667.6427879,400.8,926.5731343,58.8
319,319,Georgia,2017,5,0.103978979,32.6415,-83.4426,809.5242857,687.7585692,2.43875,334.1738095,1161.302,61.3
320,320,Georgia,2017,6,0.106998591,32.6415,-83.4426,466.7279091,690.5829655,,607.1893939,1231.765385,63.9
321,321,Georgia,2017,7,0.097986577,32.6415,-83.4426,526.4315469,667.6427879,400.8,926.5731343,,66.3
322,322,Georgia,2017,8,0.09762533,32.6415,-83.4426,687.7585692,2.43875,334.1738095,1161.302,,67.9
323,323,Georgia,2017,9,0.091037903,32.6415,-83.4426,690.5829655,,607.1893939,1231.765385,,68.6
324,324,Georgia,2018,1,0.094958302,32.6415,-83.4426,400.8,926.5731343,,,,42.5
325,325,Georgia,2018,10,0.102785515,32.6415,-83.4426,,,,,,67.8
326,326,Georgia,2018,11,0.109243697,32.6415,-83.4426,,,,,,66.4
327,327,Georgia,2018,12,0.100083635,32.6415,-83.4426,,,,,,65.1
328,328,Georgia,2018,2,0.108206245,32.6415,-83.4426,334.1738095,1161.302,,,,50.9
329,329,Georgia,2018,3,0.097642137,32.6415,-83.4426,607.1893939,1231.765385,,,,52.1
330,330,Georgia,2018,4,0.101422195,32.6415,-83.4426,926.5731343,,,,,54.2
331,331,Georgia,2018,5,0.106540988,32.6415,-83.4426,1161.302,,,,,58.1
332,332,Georgia,2018,6,0.100867888,32.6415,-83.4426,1231.765385,,,,,61.6
333,333,Georgia,2018,7,0.100390045,32.6415,-83.4426,,,,,,64.3
334,334,Georgia,2018,8,0.09932183,32.6415,-83.4426,,,,,,66.2
335,335,Georgia,2018,9,0.091847265,32.6415,-83.4426,,,,,,67.7
336,336,Georgia,2019,1,0.100111961,32.6415,-83.4426,,,,,,48.2
337,337,Georgia,2019,10,0.101148168,32.6415,-83.4426,,,,,,69
338,338,Georgia,2019,11,0.108364643,32.6415,-83.4426,,,,,,67.5
339,339,Georgia,2019,12,0.100327562,32.6415,-83.4426,,,,,,66.2
340,340,Georgia,2019,2,0.101532367,32.6415,-83.4426,,,,,,52.2
341,341,Georgia,2019,3,0.107714988,32.6415,-83.4426,,,,,,53.5
342,342,Georgia,2019,4,0.097005143,32.6415,-83.4426,,,,,,56.3
343,343,Georgia,2019,5,0.101238095,32.6415,-83.4426,,,,,,60.2
344,344,Georgia,2019,6,0.09611886,32.6415,-83.4426,,,,,,63.2
345,345,Georgia,2019,7,0.101968611,32.6415,-83.4426,,,,,,65.7
346,346,Georgia,2019,8,0.094360549,32.6415,-83.4426,,,,,,67.6
347,347,Georgia,2019,9,0.093881279,32.6415,-83.4426,,,,,,68.9
348,348,Georgia,2020,1,0.097574732,32.6415,-83.4426,,,,,,51.4
349,349,Georgia,2020,10,0.100968594,32.6415,-83.4426,,,,,,68.1
350,350,Georgia,2020,11,0.100864854,32.6415,-83.4426,,,,,,67.4
351,351,Georgia,2020,12,0.101321158,32.6415,-83.4426,,,,,,65.6
352,352,Georgia,2020,2,0.098894155,32.6415,-83.4426,,,,,,51.7
353,353,Georgia,2020,3,0.097670251,32.6415,-83.4426,,,,,,55.5
354,354,Georgia,2020,4,0.089598352,32.6415,-83.4426,,,,,,57.4
355,355,Georgia,2020,5,0.101656026,32.6415,-83.4426,,,,,,59.8
356,356,Georgia,2020,6,0.102526003,32.6415,-83.4426,,,,,,62.6
357,357,Georgia,2020,7,0.099164241,32.6415,-83.4426,,,,,,65.3
358,358,Georgia,2020,8,0.098151169,32.6415,-83.4426,,,,,,67.2
359,359,Georgia,2020,9,0.095184136,32.6415,-83.4426,,,,,,68
360,360,Hawaii,2016,1,0.075716235,20.2927,-156.373,,0.384205333,0.32208725,0.006,0.001333333,
361,361,Hawaii,2016,10,0.070790816,20.2927,-156.373,0.006,0.001333333,0,,,
362,362,Hawaii,2016,11,0.081438004,20.2927,-156.373,,0.001,,,,
363,363,Hawaii,2016,12,0.071381362,20.2927,-156.373,,0.001,,,,
364,364,Hawaii,2016,2,0.068567549,20.2927,-156.373,,0.358118786,0.005,,0.001,
365,365,Hawaii,2016,3,0.082219251,20.2927,-156.373,,0.358118786,0.005,,0.001,
366,366,Hawaii,2016,4,0.084546085,20.2927,-156.373,0.384205333,0.32208725,0.006,0.001333333,0,
367,367,Hawaii,2016,5,0.104166667,20.2927,-156.373,0.358118786,0.005,,0.001,,
368,368,Hawaii,2016,6,0.092477571,20.2927,-156.373,0.358118786,0.005,,0.001,,
369,369,Hawaii,2016,7,0.071763917,20.2927,-156.373,0.32208725,0.006,0.001333333,0,,
370,370,Hawaii,2016,8,0.087468983,20.2927,-156.373,0.005,,0.001,,,
371,371,Hawaii,2016,9,0.07984546,20.2927,-156.373,0.005,,0.001,,,
372,372,Hawaii,2017,1,0.080368906,20.2927,-156.373,0.001333333,0,,,,
373,373,Hawaii,2017,10,0.081794195,20.2927,-156.373,,,,,,
374,374,Hawaii,2017,11,0.069552874,20.2927,-156.373,,,,,,
375,375,Hawaii,2017,12,0.073867596,20.2927,-156.373,,,,,,
376,376,Hawaii,2017,2,0.080763583,20.2927,-156.373,0.001,,,,,
377,377,Hawaii,2017,3,0.067921991,20.2927,-156.373,0.001,,,,,
378,378,Hawaii,2017,4,0.089488636,20.2927,-156.373,0,,,,,
379,379,Hawaii,2017,5,0.06920904,20.2927,-156.373,,,,,,
380,380,Hawaii,2017,6,0.083519761,20.2927,-156.373,,,,,,
381,381,Hawaii,2017,7,0.08531746,20.2927,-156.373,,,,,,
382,382,Hawaii,2017,8,0.087312415,20.2927,-156.373,,,,,,
383,383,Hawaii,2017,9,0.086172345,20.2927,-156.373,,,,,,
384,384,Hawaii,2018,1,0.077912795,20.2927,-156.373,,,,,,
385,385,Hawaii,2018,10,0.089447939,20.2927,-156.373,,,,,1.622570538,
386,386,Hawaii,2018,11,0.091106291,20.2927,-156.373,,,,3.656354,1.453088583,
387,387,Hawaii,2018,12,0.074047955,20.2927,-156.373,,,,3.656354,1.453088583,
388,388,Hawaii,2018,2,0.073482428,20.2927,-156.373,,,,,,
389,389,Hawaii,2018,3,0.062906725,20.2927,-156.373,,,,,,
390,390,Hawaii,2018,4,0.079913607,20.2927,-156.373,,,,,,
391,391,Hawaii,2018,5,0.077284946,20.2927,-156.373,,,,,,
392,392,Hawaii,2018,6,0.067055394,20.2927,-156.373,,,,,,
393,393,Hawaii,2018,7,0.078091106,20.2927,-156.373,,,,,,
394,394,Hawaii,2018,8,0.075895994,20.2927,-156.373,,,,,3.656354,
395,395,Hawaii,2018,9,0.072591588,20.2927,-156.373,,,,,3.656354,
396,396,Hawaii,2019,1,0.075127644,20.2927,-156.373,,,,1.622570538,,
397,397,Hawaii,2019,10,0.090134847,20.2927,-156.373,1.622570538,,0.709009818,,,
398,398,Hawaii,2019,11,0.080028329,20.2927,-156.373,1.453088583,,0.709009818,,,
399,399,Hawaii,2019,12,0.081573197,20.2927,-156.373,1.453088583,0.709009818,,,,
400,400,Hawaii,2019,2,0.053951368,20.2927,-156.373,,,3.656354,1.453088583,,
401,401,Hawaii,2019,3,0.073770492,20.2927,-156.373,,,3.656354,1.453088583,0.709009818,
402,402,Hawaii,2019,4,0.080185042,20.2927,-156.373,,,1.622570538,,0.709009818,
403,403,Hawaii,2019,5,0.081818182,20.2927,-156.373,,3.656354,1.453088583,,0.709009818,
404,404,Hawaii,2019,6,0.080937973,20.2927,-156.373,,3.656354,1.453088583,0.709009818,,
405,405,Hawaii,2019,7,0.06802244,20.2927,-156.373,,1.622570538,,0.709009818,,
406,406,Hawaii,2019,8,0.078911565,20.2927,-156.373,3.656354,1.453088583,,0.709009818,,
407,407,Hawaii,2019,9,0.075140449,20.2927,-156.373,3.656354,1.453088583,0.709009818,,,
408,408,Hawaii,2020,1,0.087928465,20.2927,-156.373,,0.709009818,,,,
409,409,Hawaii,2020,10,0.064186725,20.2927,-156.373,,,,,,
410,410,Hawaii,2020,11,0.063878327,20.2927,-156.373,,,,,,
411,411,Hawaii,2020,12,0.058870968,20.2927,-156.373,,,,,,
412,412,Hawaii,2020,2,0.088992974,20.2927,-156.373,,0.709009818,,,,
413,413,Hawaii,2020,3,0.074268567,20.2927,-156.373,0.709009818,,,,,
414,414,Hawaii,2020,4,0.068429238,20.2927,-156.373,0.709009818,,,,,
415,415,Hawaii,2020,5,0.062215478,20.2927,-156.373,0.709009818,,,,,
416,416,Hawaii,2020,6,0.086919831,20.2927,-156.373,,,,,,
417,417,Hawaii,2020,7,0.086193745,20.2927,-156.373,,,,,,
418,418,Hawaii,2020,8,0.070552147,20.2927,-156.373,,,,,,
419,419,Hawaii,2020,9,0.078668684,20.2927,-156.373,,,,,,
420,420,Louisiana,2016,1,0.097179878,31.0689,-91.9968,,,,,,48.8
421,421,Louisiana,2016,10,0.11576585,31.0689,-91.9968,,,1081.081081,543.4129032,847.3923077,70.8
422,422,Louisiana,2016,11,0.103377877,31.0689,-91.9968,,,850,732.857377,4.875,70
423,423,Louisiana,2016,12,0.110369806,31.0689,-91.9968,,1304.347826,503.3333333,785.3686275,,68.7
424,424,Louisiana,2016,2,0.099727635,31.0689,-91.9968,,,,,,52
425,425,Louisiana,2016,3,0.108035885,31.0689,-91.9968,,,,,1304.347826,55.9
426,426,Louisiana,2016,4,0.105600684,31.0689,-91.9968,,,,,1081.081081,59
427,427,Louisiana,2016,5,0.110397431,31.0689,-91.9968,,,,,850,61.8
428,428,Louisiana,2016,6,0.102694554,31.0689,-91.9968,,,,1304.347826,503.3333333,65
429,429,Louisiana,2016,7,0.113217671,31.0689,-91.9968,,,,1081.081081,543.4129032,67.7
430,430,Louisiana,2016,8,0.102509721,31.0689,-91.9968,,,,850,732.857377,69.5
431,431,Louisiana,2016,9,0.103761811,31.0689,-91.9968,,,1304.347826,503.3333333,785.3686275,70.7
432,432,Louisiana,2017,1,0.110120202,31.0689,-91.9968,,1081.081081,543.4129032,847.3923077,400.8,56.8
433,433,Louisiana,2017,10,0.108941222,31.0689,-91.9968,847.3923077,400.8,926.5731343,,,71.2
434,434,Louisiana,2017,11,0.111089719,31.0689,-91.9968,4.875,334.1738095,1161.302,,,70.3
435,435,Louisiana,2017,12,0.104542749,31.0689,-91.9968,,607.1893939,1231.765385,,,68.7
436,436,Louisiana,2017,2,0.096192836,31.0689,-91.9968,,850,732.857377,4.875,334.1738095,59.3
437,437,Louisiana,2017,3,0.101422764,31.0689,-91.9968,1304.347826,503.3333333,785.3686275,,607.1893939,61
438,438,Louisiana,2017,4,0.10672803,31.0689,-91.9968,1081.081081,543.4129032,847.3923077,400.8,926.5731343,63.1
439,439,Louisiana,2017,5,0.105154639,31.0689,-91.9968,850,732.857377,4.875,334.1738095,1161.302,64.8
440,440,Louisiana,2017,6,0.107171636,31.0689,-91.9968,503.3333333,785.3686275,,607.1893939,1231.765385,67.1
441,441,Louisiana,2017,7,0.110492998,31.0689,-91.9968,543.4129032,847.3923077,400.8,926.5731343,,69.3
442,442,Louisiana,2017,8,0.104057036,31.0689,-91.9968,732.857377,4.875,334.1738095,1161.302,,70.8
443,443,Louisiana,2017,9,0.105823994,31.0689,-91.9968,785.3686275,,607.1893939,1231.765385,,71.4
444,444,Louisiana,2018,1,0.110617761,31.0689,-91.9968,400.8,926.5731343,,,,44.2
445,445,Louisiana,2018,10,0.109644867,31.0689,-91.9968,,,,,,70.6
446,446,Louisiana,2018,11,0.114880952,31.0689,-91.9968,,,,,,69.2
447,447,Louisiana,2018,12,0.106227106,31.0689,-91.9968,,,,,,67.8
448,448,Louisiana,2018,2,0.099091111,31.0689,-91.9968,334.1738095,1161.302,,,,52.4
449,449,Louisiana,2018,3,0.112368973,31.0689,-91.9968,607.1893939,1231.765385,,,,55.6
450,450,Louisiana,2018,4,0.105898123,31.0689,-91.9968,926.5731343,,,,,57.4
451,451,Louisiana,2018,5,0.098440348,31.0689,-91.9968,1161.302,,,,,61.5
452,452,Louisiana,2018,6,0.111111111,31.0689,-91.9968,1231.765385,,,,,64.9
453,453,Louisiana,2018,7,0.109399376,31.0689,-91.9968,,,,,,67.6
454,454,Louisiana,2018,8,0.10310559,31.0689,-91.9968,,,,,,69.4
455,455,Louisiana,2018,9,0.107541899,31.0689,-91.9968,,,,,,70.6
456,456,Louisiana,2019,1,0.10693302,31.0689,-91.9968,,,,,,49.9
457,457,Louisiana,2019,10,0.109663005,31.0689,-91.9968,,,,,,70.4
458,458,Louisiana,2019,11,0.106409719,31.0689,-91.9968,,,,,,68.9
459,459,Louisiana,2019,12,0.103318101,31.0689,-91.9968,,,,,,67.7
460,460,Louisiana,2019,2,0.102712317,31.0689,-91.9968,,,,,,53.8
461,461,Louisiana,2019,3,0.099376114,31.0689,-91.9968,,,,,,55.2
462,462,Louisiana,2019,4,0.108734804,31.0689,-91.9968,,,,,,57.7
463,463,Louisiana,2019,5,0.112399089,31.0689,-91.9968,,,,,,61.4
464,464,Louisiana,2019,6,0.117952188,31.0689,-91.9968,,,,,,64.5
465,465,Louisiana,2019,7,0.108666281,31.0689,-91.9968,,,,,,67
466,466,Louisiana,2019,8,0.112822416,31.0689,-91.9968,,,,,,69.1
467,467,Louisiana,2019,9,0.098487713,31.0689,-91.9968,,,,,,70.5
468,468,Louisiana,2020,1,0.112662014,31.0689,-91.9968,,,,,,53.7
469,469,Louisiana,2020,10,0.109786184,31.0689,-91.9968,,,,,,70.5
470,470,Louisiana,2020,11,0.104192872,31.0689,-91.9968,,,,,,69.7
471,471,Louisiana,2020,12,0.106595875,31.0689,-91.9968,,,,,,68.2
472,472,Louisiana,2020,2,0.109173273,31.0689,-91.9968,,,,,,53.9
473,473,Louisiana,2020,3,0.099439172,31.0689,-91.9968,,,,,,58.3
474,474,Louisiana,2020,4,0.10501139,31.0689,-91.9968,,,,,,60.4
475,475,Louisiana,2020,5,0.108196721,31.0689,-91.9968,,,,,,62.9
476,476,Louisiana,2020,6,0.119877274,31.0689,-91.9968,,,,,,65.7
477,477,Louisiana,2020,7,0.124671651,31.0689,-91.9968,,,,,,68.2
478,478,Louisiana,2020,8,0.104445319,31.0689,-91.9968,,,,,,69.9
479,479,Louisiana,2020,9,0.100805659,31.0689,-91.9968,,,,,,70.8
480,480,Maine,2016,1,0.051502146,45.3695,-69.2428,0.002,0.001857143,0.019111111,0.021,0.014,20.1
481,481,Maine,2016,10,0.065934066,45.3695,-69.2428,0.021,0.014,0.007398333,0.005666667,,46.1
482,482,Maine,2016,11,0.075026795,45.3695,-69.2428,,0.007,0.009731667,0.003,,45.3
483,483,Maine,2016,12,0.064893617,45.3695,-69.2428,0.014,0.009463333,0.006,0.003,,43.3
484,484,Maine,2016,2,0.064192578,45.3695,-69.2428,0.002,0.001857143,0.019454545,,0.007,21
485,485,Maine,2016,3,0.054131054,45.3695,-69.2428,0.001857143,0.00725,0.026428571,0.014,0.009463333,23.7
486,486,Maine,2016,4,0.065340909,45.3695,-69.2428,0.001857143,0.019111111,0.021,0.014,0.007398333,27.1
487,487,Maine,2016,5,0.055103884,45.3695,-69.2428,0.001857143,0.019454545,,0.007,0.009731667,32.3
488,488,Maine,2016,6,0.060037523,45.3695,-69.2428,0.00725,0.026428571,0.014,0.009463333,0.006,37
489,489,Maine,2016,7,0.057529611,45.3695,-69.2428,0.019111111,0.021,0.014,0.007398333,0.005666667,41.3
490,490,Maine,2016,8,0.063258232,45.3695,-69.2428,0.019454545,,0.007,0.009731667,0.003,44.4
491,491,Maine,2016,9,0.062166963,45.3695,-69.2428,0.026428571,0.014,0.009463333,0.006,0.003,46.1
492,492,Maine,2017,1,0.073363431,45.3695,-69.2428,0.014,0.007398333,0.005666667,,,21.5
493,493,Maine,2017,10,0.065606362,45.3695,-69.2428,,,,,,46
494,494,Maine,2017,11,0.066315789,45.3695,-69.2428,,,,,,44.7
495,495,Maine,2017,12,0.062374245,45.3695,-69.2428,,,,,,42.4
496,496,Maine,2017,2,0.061573546,45.3695,-69.2428,0.007,0.009731667,0.003,,,21.1
497,497,Maine,2017,3,0.05476865,45.3695,-69.2428,0.009463333,0.006,0.003,,,21.4
498,498,Maine,2017,4,0.055158325,45.3695,-69.2428,0.007398333,0.005666667,,,,26.6
499,499,Maine,2017,5,0.050799624,45.3695,-69.2428,0.009731667,0.003,,,,31.4
500,500,Maine,2017,6,0.055822907,45.3695,-69.2428,0.006,0.003,,,,36.3
501,501,Maine,2017,7,0.047178538,45.3695,-69.2428,0.005666667,,,,,40.5
502,502,Maine,2017,8,0.073043478,45.3695,-69.2428,0.003,,,,,43.3
503,503,Maine,2017,9,0.059772296,45.3695,-69.2428,0.003,,,,,45.3
504,504,Maine,2018,1,0.060796646,45.3695,-69.2428,,,,,,15
505,505,Maine,2018,10,0.064090481,45.3695,-69.2428,,,25.5,,,45.2
506,506,Maine,2018,11,0.072820513,45.3695,-69.2428,,25.5,,,,43.7
507,507,Maine,2018,12,0.063786008,45.3695,-69.2428,,25.5,,,,41.8
508,508,Maine,2018,2,0.061298077,45.3695,-69.2428,,,,,25.5,18.9
509,509,Maine,2018,3,0.058708415,45.3695,-69.2428,,,,,25.5,22.2
510,510,Maine,2018,4,0.059732235,45.3695,-69.2428,,,,,25.5,25.8
511,511,Maine,2018,5,0.063233966,45.3695,-69.2428,,,,25.5,,31.3
512,512,Maine,2018,6,0.066929134,45.3695,-69.2428,,,,25.5,,35.9
513,513,Maine,2018,7,0.052083333,45.3695,-69.2428,,,,25.5,,40.6
514,514,Maine,2018,8,0.086769759,45.3695,-69.2428,,,25.5,,,44.1
515,515,Maine,2018,9,0.05410628,45.3695,-69.2428,,,25.5,,,45.6
516,516,Maine,2019,1,0.056460369,45.3695,-69.2428,,25.5,,,,14.1
517,517,Maine,2019,10,0.058291457,45.3695,-69.2428,,,,,,43.6
518,518,Maine,2019,11,0.066810345,45.3695,-69.2428,,,,,,42.3
519,519,Maine,2019,12,0.074074074,45.3695,-69.2428,,,,,,40.7
520,520,Maine,2019,2,0.070998797,45.3695,-69.2428,25.5,,,,,15.2
521,521,Maine,2019,3,0.070063694,45.3695,-69.2428,25.5,,,,,18.4
522,522,Maine,2019,4,0.07523511,45.3695,-69.2428,25.5,,,,,23.5
523,523,Maine,2019,5,0.067748092,45.3695,-69.2428,,,,,,28.4
524,524,Maine,2019,6,0.075376884,45.3695,-69.2428,,,,,,33.6
525,525,Maine,2019,7,0.052583862,45.3695,-69.2428,,,,,,38.5
526,526,Maine,2019,8,0.052114061,45.3695,-69.2428,,,,,,41.8
527,527,Maine,2019,9,0.049345418,45.3695,-69.2428,,,,,,43.3
528,528,Maine,2020,1,0.089639115,45.3695,-69.2428,,,,,,20.8
529,529,Maine,2020,10,0.068783069,45.3695,-69.2428,,,,,,45.8
530,530,Maine,2020,11,0.057077626,45.3695,-69.2428,,,,,,45
531,531,Maine,2020,12,0.064965197,45.3695,-69.2428,,,,,,43.5
532,532,Maine,2020,2,0.040441176,45.3695,-69.2428,,,,,,20.5
533,533,Maine,2020,3,0.084477297,45.3695,-69.2428,,,,,,23.5
534,534,Maine,2020,4,0.063758389,45.3695,-69.2428,,,,,,27.1
535,535,Maine,2020,5,0.059415911,45.3695,-69.2428,,,,,,31.9
536,536,Maine,2020,6,0.068033551,45.3695,-69.2428,,,,,,37
537,537,Maine,2020,7,0.064604186,45.3695,-69.2428,,,,,,41.5
538,538,Maine,2020,8,0.049689441,45.3695,-69.2428,,,,,,44.6
539,539,Maine,2020,9,0.061740891,45.3695,-69.2428,,,,,,45.9
540,540,Maryland,2016,1,0.08816548,39.055,-76.7909,0.002,0.0105,0.017615385,0.121666667,0.014,32.1
541,541,Maryland,2016,10,0.088628218,39.055,-76.7909,0.121666667,0.014,0.0032,0.005666667,0.000666667,59.2
542,542,Maryland,2016,11,0.087491456,39.055,-76.7909,,0.007,0.006,0.00125,,58.1
543,543,Maryland,2016,12,0.085728779,39.055,-76.7909,0.014,0,0.006,0.00125,,56.5
544,544,Maryland,2016,2,0.081105329,39.055,-76.7909,0.002,0.009666667,0.039066667,,0.007,34.5
545,545,Maryland,2016,3,0.091741592,39.055,-76.7909,,0.007166667,0.047666667,0.014,0,39.5
546,546,Maryland,2016,4,0.090320382,39.055,-76.7909,0.0105,0.017615385,0.121666667,0.014,0.0032,42.9
547,547,Maryland,2016,5,0.082691073,39.055,-76.7909,0.009666667,0.039066667,,0.007,0.006,46.5
548,548,Maryland,2016,6,0.088452879,39.055,-76.7909,0.007166667,0.047666667,0.014,0,0.006,50.8
549,549,Maryland,2016,7,0.084038787,39.055,-76.7909,0.017615385,0.121666667,0.014,0.0032,0.005666667,54.7
550,550,Maryland,2016,8,0.079871717,39.055,-76.7909,0.039066667,,0.007,0.006,0.00125,57.6
551,551,Maryland,2016,9,0.078037904,39.055,-76.7909,0.047666667,0.014,0,0.006,0.00125,59.2
552,552,Maryland,2017,1,0.089836181,39.055,-76.7909,0.014,0.0032,0.005666667,0.000666667,,38.3
553,553,Maryland,2017,10,0.09285943,39.055,-76.7909,0.000666667,,,,,59.9
554,554,Maryland,2017,11,0.091922947,39.055,-76.7909,,,,,,58.6
555,555,Maryland,2017,12,0.091508796,39.055,-76.7909,,,,,,56.7
556,556,Maryland,2017,2,0.085456984,39.055,-76.7909,0.007,0.006,0.00125,,,41
557,557,Maryland,2017,3,0.089015152,39.055,-76.7909,0,0.006,0.00125,,,41.7
558,558,Maryland,2017,4,0.087459922,39.055,-76.7909,0.0032,0.005666667,0.000666667,,,46.2
559,559,Maryland,2017,5,0.090878773,39.055,-76.7909,0.006,0.00125,,,,49.4
560,560,Maryland,2017,6,0.087292454,39.055,-76.7909,0.006,0.00125,,,,53.2
561,561,Maryland,2017,7,0.091812589,39.055,-76.7909,0.005666667,0.000666667,,,,56.7
562,562,Maryland,2017,8,0.082619799,39.055,-76.7909,0.00125,,,,,58.7
563,563,Maryland,2017,9,0.081948138,39.055,-76.7909,0.00125,,,,,59.8
564,564,Maryland,2018,1,0.09866079,39.055,-76.7909,,,,,,31
565,565,Maryland,2018,10,0.082817706,39.055,-76.7909,,,29.66666667,,,58.9
566,566,Maryland,2018,11,0.088966725,39.055,-76.7909,,29.66666667,,,,57.4
567,567,Maryland,2018,12,0.097272259,39.055,-76.7909,,29.66666667,,,,55.9
568,568,Maryland,2018,2,0.089835431,39.055,-76.7909,,,,,29.66666667,36.3
569,569,Maryland,2018,3,0.081506365,39.055,-76.7909,,,,,29.66666667,37.3
570,570,Maryland,2018,4,0.085443038,39.055,-76.7909,,,,,29.66666667,40.7
571,571,Maryland,2018,5,0.084842552,39.055,-76.7909,,,,29.66666667,,46.3
572,572,Maryland,2018,6,0.088952897,39.055,-76.7909,,,,29.66666667,,50.6
573,573,Maryland,2018,7,0.088561496,39.055,-76.7909,,,,29.66666667,,54.2
574,574,Maryland,2018,8,0.084212135,39.055,-76.7909,,,29.66666667,,,57.1
575,575,Maryland,2018,9,0.086320289,39.055,-76.7909,,,29.66666667,,,58.8
576,576,Maryland,2019,1,0.082840237,39.055,-76.7909,,29.66666667,,,,34
577,577,Maryland,2019,10,0.085529587,39.055,-76.7909,,,,,,59.7
578,578,Maryland,2019,11,0.087201893,39.055,-76.7909,,,,,,58.2
579,579,Maryland,2019,12,0.083262676,39.055,-76.7909,,,,,,56.6
580,580,Maryland,2019,2,0.088910318,39.055,-76.7909,29.66666667,,,,,35.8
581,581,Maryland,2019,3,0.08231601,39.055,-76.7909,29.66666667,,,,,37.9
582,582,Maryland,2019,4,0.084055919,39.055,-76.7909,29.66666667,,,,,42.9
583,583,Maryland,2019,5,0.085815245,39.055,-76.7909,,,,,,47.8
584,584,Maryland,2019,6,0.093870403,39.055,-76.7909,,,,,,51.9
585,585,Maryland,2019,7,0.093545817,39.055,-76.7909,,,,,,55.7
586,586,Maryland,2019,8,0.091267961,39.055,-76.7909,,,,,,58.2
587,587,Maryland,2019,9,0.081014326,39.055,-76.7909,,,,,,59.7
588,588,Maryland,2020,1,0.084228474,39.055,-76.7909,,,,,,39.1
589,589,Maryland,2020,10,0.082962435,39.055,-76.7909,,,,,,59.7
590,590,Maryland,2020,11,0.086518349,39.055,-76.7909,,,,,,58.9
591,591,Maryland,2020,12,0.083713296,39.055,-76.7909,,,,,,57.2
592,592,Maryland,2020,2,0.093155894,39.055,-76.7909,,,,,,40.1
593,593,Maryland,2020,3,0.076680672,39.055,-76.7909,,,,,,43.1
594,594,Maryland,2020,4,0.084142395,39.055,-76.7909,,,,,,45.3
595,595,Maryland,2020,5,0.086057024,39.055,-76.7909,,,,,,48.3
596,596,Maryland,2020,6,0.082973207,39.055,-76.7909,,,,,,52.4
597,597,Maryland,2020,7,0.085917313,39.055,-76.7909,,,,,,56.3
598,598,Maryland,2020,8,0.083816892,39.055,-76.7909,,,,,,58.9
599,599,Maryland,2020,9,0.080802792,39.055,-76.7909,,,,,,59.8
600,600,Massachusetts,2016,1,0.074019518,42.2596,-71.8083,0.002,0.003777778,0.017428571,0.021,0.014,28.5
601,601,Massachusetts,2016,10,0.077653724,42.2596,-71.8083,0.021,0.014,0.0032,0.005666667,0.000666667,53.1
