state,birth_year,birth_month,LBW_ratio,mp1,mp2,mp3,mp4,mp5,missing_per_row,pre_pregnancy_temp,early_pregnancy_temp,mid_pregnancy_temp,late_pregnancy_temp,post_pregnancy_temp,Degree_Fahrenheit,birth_date,average_mp
Alabama,2017,9,0.1040906472056846,728.251090909091,-1e-06,607.189393939394,1231.7653846153846,-1e-06,2,65.39999999999999,58.20000000000001,57.13333333333333,67.5,66.5,68.0,2017-09-01,612.9849258515928
Alabama,2018,1,0.1106792144026186,400.8,926.5731343283584,-1e-06,-1e-06,-1e-06,3,66.5,65.76666666666667,57.333333333333336,46.96666666666666,51.26666666666667,40.4,2018-01-01,308.85771077611946
Alabama,2018,10,0.1088217643528705,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,65.76666666666667,57.333333333333336,46.96666666666666,65.93333333333334,58.23333333333333,67.4,2018-10-01,-1e-06
Alabama,2018,11,0.1123829344432882,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,66.9,60.9,51.26666666666667,56.93333333333334,52.883333333333326,65.9,2018-11-01,-1e-06
Alabama,2018,12,0.1176351896690879,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,66.9,63.70000000000001,54.03333333333333,51.36666666666667,50.1,64.5,2018-12-01,-1e-06
Alabama,2018,2,0.1058579335793357,334.17380952380944,1161.302,-1e-06,-1e-06,-1e-06,3,59.15,66.9,60.9,51.26666666666667,54.03333333333333,49.2,2018-02-01,387.1006659999999
Alabama,2018,3,0.0953483477162702,607.189393939394,1231.7653846153846,-1e-06,-1e-06,-1e-06,3,54.25,66.9,63.70000000000001,54.03333333333333,57.333333333333336,51.3,2018-03-01,410.5884608717948
Alabama,2018,4,0.109769984058301,926.5731343283584,-1e-06,-1e-06,-1e-06,-1e-06,4,46.96666666666666,65.93333333333334,65.76666666666667,57.333333333333336,60.9,53.3,2018-04-01,-1e-06
Alabama,2018,5,0.1069709022398995,1161.302,-1e-06,-1e-06,-1e-06,-1e-06,4,51.26666666666667,56.93333333333334,66.9,60.9,63.70000000000001,57.5,2018-05-01,-1e-06
Alabama,2018,6,0.1002311409960075,1231.7653846153846,-1e-06,-1e-06,-1e-06,-1e-06,4,54.03333333333333,51.36666666666667,66.9,63.70000000000001,65.76666666666667,61.2,2018-06-01,-1e-06
Alabama,2018,7,0.1121476373960657,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,57.333333333333336,46.96666666666666,65.93333333333334,65.76666666666667,66.9,64.0,2018-07-01,-1e-06
Alabama,2018,8,0.0981175128351397,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,60.9,51.26666666666667,56.93333333333334,66.9,66.9,65.9,2018-08-01,-1e-06
Alabama,2018,9,0.1005830903790087,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,63.70000000000001,54.03333333333333,51.36666666666667,66.9,65.93333333333334,67.4,2018-09-01,-1e-06
Alabama,2019,1,0.1074199323652277,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,65.93333333333334,66.66666666666667,58.866666666666674,50.1,53.03333333333333,46.5,2019-01-01,-1e-06
Alabama,2019,10,0.1072664359861591,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,66.66666666666667,58.866666666666674,50.1,66.8,59.93333333333334,68.3,2019-10-01,-1e-06
Alabama,2019,11,0.1116474291710388,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,67.8,62.06666666666667,53.03333333333333,59.53333333333334,54.65,66.7,2019-11-01,-1e-06
Alabama,2019,12,0.1022571148184494,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,67.76666666666667,64.63333333333334,55.63333333333333,54.4,51.5,65.4,2019-12-01,-1e-06
Alabama,2019,2,0.1006375227686703,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,58.23333333333333,67.8,62.06666666666667,53.03333333333333,55.63333333333333,51.3,2019-02-01,-1e-06
Alabama,2019,3,0.09765797613787,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,52.883333333333326,67.76666666666667,64.63333333333334,55.63333333333333,58.866666666666674,52.5,2019-03-01,-1e-06
Alabama,2019,4,0.095122489516663,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,50.1,66.8,66.66666666666667,58.866666666666674,62.06666666666667,55.3,2019-04-01,-1e-06
Alabama,2019,5,0.1054825932874713,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,53.03333333333333,59.53333333333334,67.8,62.06666666666667,64.63333333333334,59.1,2019-05-01,-1e-06
Alabama,2019,6,0.1146439767129422,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,55.63333333333333,54.4,67.76666666666667,64.63333333333334,66.66666666666667,62.2,2019-06-01,-1e-06
Alabama,2019,7,0.1021941095078078,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,58.866666666666674,50.1,66.8,66.66666666666667,67.8,64.9,2019-07-01,-1e-06
Alabama,2019,8,0.1072803961122318,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,62.06666666666667,53.03333333333333,59.53333333333334,67.8,67.76666666666667,66.8,2019-08-01,-1e-06
Alabama,2019,9,0.1033888569787478,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,64.63333333333334,55.63333333333333,54.4,67.76666666666667,66.8,68.3,2019-09-01,-1e-06
Alabama,2020,1,0.1024706358849736,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,66.8,66.26666666666667,59.166666666666664,51.5,53.833333333333336,49.5,2020-01-01,-1e-06
Alabama,2020,10,0.1102494236009222,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,66.26666666666667,59.166666666666664,51.5,66.3,59.45,67.4,2020-10-01,-1e-06
Alabama,2020,11,0.1077335717478766,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,67.16666666666667,61.9,53.833333333333336,60.333333333333336,53.7,66.6,2020-11-01,-1e-06
Alabama,2020,12,0.1099529940731657,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,67.16666666666667,64.43333333333334,56.73333333333333,54.9,48.1,64.9,2020-12-01,-1e-06
Alabama,2020,2,0.1097341144659756,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,59.93333333333334,67.16666666666667,61.9,53.833333333333336,56.73333333333333,50.3,2020-02-01,-1e-06
Alabama,2020,3,0.1009232060428031,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,54.65,67.16666666666667,64.43333333333334,56.73333333333333,59.166666666666664,54.7,2020-03-01,-1e-06
Alabama,2020,4,0.1090390522158841,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,51.5,66.3,66.26666666666667,59.166666666666664,61.9,56.5,2020-04-01,-1e-06
Alabama,2020,5,0.1024727110715081,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,53.833333333333336,60.333333333333336,67.16666666666667,61.9,64.43333333333334,59.0,2020-05-01,-1e-06
Alabama,2020,6,0.1137312186978297,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,56.73333333333333,54.9,67.16666666666667,64.43333333333334,66.26666666666667,62.0,2020-06-01,-1e-06
Alabama,2020,7,0.111303012857417,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,59.166666666666664,51.5,66.3,66.26666666666667,67.16666666666667,64.7,2020-07-01,-1e-06
Alabama,2020,8,0.1000964320154291,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,61.9,53.833333333333336,60.333333333333336,67.16666666666667,67.16666666666667,66.6,2020-08-01,-1e-06
Alabama,2020,9,0.1062550120288692,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,64.43333333333334,56.73333333333333,54.9,67.16666666666667,66.3,67.5,2020-09-01,-1e-06
California,2016,1,0.0676613374679104,0.0012857142857142,0.1931784444444444,0.253352,-1e-06,0.0025,1,62.36666666666667,61.53333333333333,54.2,47.43333333333334,49.833333333333336,44.5,2016-01-01,0.14884314814814817
California,2016,10,0.0685255757805288,-1e-06,0.0025,0.006,0.0005,-1e-06,2,61.53333333333333,54.2,47.43333333333334,61.43333333333334,55.05,62.5,2016-10-01,0.0030000000000000005
California,2016,11,0.0697557921102066,-1e-06,0.0025,0.006,0.0005,-1e-06,2,62.4,56.93333333333334,49.833333333333336,55.43333333333334,50.01666666666667,61.7,2016-11-01,0.0030000000000000005
California,2016,12,0.0696492750030982,0.0025,-1e-06,0.0035,0.0,0.410987,1,62.333333333333336,59.63333333333333,51.70000000000001,50.93333333333334,44.86666666666667,60.1,2016-12-01,0.0011663333333333332
California,2016,2,0.0690129663932257,0.002090909090909,0.4443416666666666,0.2074792,-1e-06,0.0025,1,56.35,62.4,56.93333333333334,49.833333333333336,51.70000000000001,48.2,2016-02-01,0.21727328888888886
California,2016,3,0.0675361538649766,0.0049999999999999,0.2880119,-1e-06,0.0025,-1e-06,2,52.18333333333334,62.333333333333336,59.63333333333333,51.70000000000001,54.2,49.6,2016-03-01,0.09683696666666668
California,2016,4,0.0696048474804495,0.1931784444444444,0.253352,-1e-06,0.0025,0.006,1,47.43333333333334,61.43333333333334,61.53333333333333,54.2,56.93333333333334,51.7,2016-04-01,0.08528366666666669
California,2016,5,0.071605499949449,0.4443416666666666,0.2074792,-1e-06,0.0025,0.006,1,49.833333333333336,55.43333333333334,62.4,56.93333333333334,59.63333333333333,53.8,2016-05-01,0.06999273333333333
California,2016,6,0.0677829738019812,0.2880119,-1e-06,0.0025,-1e-06,0.0035,2,51.70000000000001,50.93333333333334,62.333333333333336,59.63333333333333,61.53333333333333,57.1,2016-06-01,0.0008326666666666666
California,2016,7,0.0698019922550476,0.253352,-1e-06,0.0025,0.006,0.0005,1,54.2,47.43333333333334,61.43333333333334,61.53333333333333,62.4,59.9,2016-07-01,0.002833
California,2016,8,0.0661736948460018,0.2074792,-1e-06,0.0025,0.006,0.0005,1,56.93333333333334,49.833333333333336,55.43333333333334,62.4,62.333333333333336,61.9,2016-08-01,0.002833
California,2016,9,0.0654199267333001,-1e-06,0.0025,-1e-06,0.0035,0.0,2,59.63333333333333,51.70000000000001,50.93333333333334,62.333333333333336,61.43333333333334,62.8,2016-09-01,0.0019996666666666665
California,2017,1,0.0717951323611605,0.0025,0.006,0.0005,-1e-06,0.410987,1,61.43333333333334,60.96666666666667,52.6,44.86666666666667,47.333333333333336,42.2,2017-01-01,0.0021663333333333335
California,2017,10,0.0683893963020717,-1e-06,0.410987,-1e-06,-1e-06,-1e-06,4,60.96666666666667,52.6,44.86666666666667,61.36666666666667,55.75,62.3,2017-10-01,0.136995
California,2017,11,0.0690357161263722,-1e-06,0.410987,-1e-06,-1e-06,-1e-06,4,62.03333333333333,55.76666666666666,47.333333333333336,54.666666666666664,50.68333333333334,61.5,2017-11-01,0.136995
California,2017,12,0.0694043250839253,0.410987,-1e-06,-1e-06,-1e-06,-1e-06,4,62.06666666666666,58.76666666666667,49.86666666666667,49.1,48.29999999999999,60.3,2017-12-01,-1e-06
California,2017,2,0.0671629353924782,0.0025,0.006,0.0005,-1e-06,0.410987,1,55.05,62.03333333333333,55.76666666666666,47.333333333333336,49.86666666666667,44.8,2017-02-01,0.0021663333333333335
California,2017,3,0.0680110412513418,-1e-06,0.0035,0.0,0.410987,-1e-06,2,50.01666666666667,62.06666666666666,58.76666666666667,49.86666666666667,52.6,47.6,2017-03-01,0.13816233333333333
California,2017,4,0.0694001190025423,0.006,0.0005,-1e-06,0.410987,-1e-06,2,44.86666666666667,61.36666666666667,60.96666666666667,52.6,55.76666666666666,49.6,2017-04-01,0.137162
California,2017,5,0.068248730964467,0.006,0.0005,-1e-06,0.410987,-1e-06,2,47.333333333333336,54.666666666666664,62.03333333333333,55.76666666666666,58.76666666666667,52.4,2017-05-01,0.137162
California,2017,6,0.0684741585149811,0.0035,0.0,0.410987,-1e-06,-1e-06,2,49.86666666666667,49.1,62.06666666666666,58.76666666666667,60.96666666666667,55.8,2017-06-01,0.13699533333333333
California,2017,7,0.070427755949292,0.0005,-1e-06,0.410987,-1e-06,-1e-06,3,52.6,44.86666666666667,61.36666666666667,60.96666666666667,62.03333333333333,59.1,2017-07-01,0.136995
California,2017,8,0.0676392572944297,0.0005,-1e-06,0.410987,-1e-06,-1e-06,3,55.76666666666666,47.333333333333336,54.666666666666664,62.03333333333333,62.06666666666666,61.4,2017-08-01,0.136995
California,2017,9,0.0677389794540368,0.0,0.410987,-1e-06,-1e-06,-1e-06,3,58.76666666666667,49.86666666666667,49.1,62.06666666666666,61.36666666666667,62.4,2017-09-01,0.136995
California,2018,1,0.0705343111576741,0.410987,-1e-06,-1e-06,-1e-06,-1e-06,4,61.36666666666667,61.166666666666664,53.1,48.29999999999999,48.8,48.9,2018-01-01,-1e-06
California,2018,10,0.0698562158035373,-1e-06,-1e-06,1579.68970394,0.172157,0.2237489999999999,2,61.166666666666664,53.1,48.29999999999999,61.333333333333336,55.78333333333333,62.4,2018-10-01,526.62061998
California,2018,11,0.0727053203496154,-1e-06,-1e-06,1579.68970394,0.172157,0.2237489999999999,2,62.166666666666664,56.1,48.8,56.833333333333336,50.78333333333333,61.5,2018-11-01,526.62061998
California,2018,12,0.0685306871691186,-1e-06,1527.9736719666664,1441.121369956522,0.2237489999999999,-1e-06,2,62.166666666666664,58.96666666666667,50.5,52.26666666666666,44.9,60.1,2018-12-01,989.7729303077296
California,2018,2,0.0682101720486262,0.410987,-1e-06,-1e-06,-1e-06,-1e-06,4,55.75,62.166666666666664,56.1,48.8,50.5,47.8,2018-02-01,-1e-06
California,2018,3,0.0705614768189151,-1e-06,-1e-06,-1e-06,-1e-06,1527.9736719666664,4,50.68333333333334,62.166666666666664,58.96666666666667,50.5,53.1,48.2,2018-03-01,-1e-06
California,2018,4,0.0706113843991567,-1e-06,-1e-06,-1e-06,-1e-06,1579.68970394,4,48.29999999999999,61.333333333333336,61.166666666666664,53.1,56.1,50.4,2018-04-01,-1e-06
California,2018,5,0.0723188018186681,-1e-06,-1e-06,-1e-06,-1e-06,1579.68970394,4,48.8,56.833333333333336,62.166666666666664,56.1,58.96666666666667,52.9,2018-05-01,-1e-06
California,2018,6,0.0700544959128065,-1e-06,-1e-06,-1e-06,1527.9736719666664,1441.121369956522,3,50.5,52.26666666666666,62.166666666666664,58.96666666666667,61.166666666666664,56.0,2018-06-01,509.32455665555545
California,2018,7,0.0695349189516739,-1e-06,-1e-06,-1e-06,1579.68970394,0.172157,3,53.1,48.29999999999999,61.333333333333336,61.166666666666664,62.166666666666664,59.4,2018-07-01,526.5632339800001
California,2018,8,0.0680209220289502,-1e-06,-1e-06,-1e-06,1579.68970394,0.172157,3,56.1,48.8,56.833333333333336,62.166666666666664,62.166666666666664,61.5,2018-08-01,526.5632339800001
California,2018,9,0.0666683728310385,-1e-06,-1e-06,1527.9736719666664,1441.121369956522,0.2237489999999999,2,58.96666666666667,50.5,52.26666666666666,62.166666666666664,61.333333333333336,62.6,2018-09-01,989.698346974396
California,2019,1,0.0733169217596061,-1e-06,1579.68970394,0.172157,0.2237489999999999,-1e-06,2,61.333333333333336,59.0,50.96666666666667,44.9,45.7,46.1,2019-01-01,526.6952033133333
California,2019,10,0.068644412782414,0.2237489999999999,-1e-06,-1e-06,-1e-06,-1e-06,4,59.0,50.96666666666667,44.9,59.5,55.31666666666666,60.4,2019-10-01,-1e-06
California,2019,11,0.072802464681229,0.2237489999999999,-1e-06,-1e-06,-1e-06,-1e-06,4,60.13333333333333,53.8,45.7,54.73333333333334,50.166666666666664,59.7,2019-11-01,-1e-06
California,2019,12,0.0725026705743789,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,60.20000000000001,56.8,48.06666666666666,49.3,46.7,58.4,2019-12-01,-1e-06
California,2019,2,0.0702768033487604,-1e-06,1579.68970394,0.172157,0.2237489999999999,-1e-06,2,55.78333333333333,60.13333333333333,53.8,45.7,48.06666666666666,43.4,2019-02-01,526.6952033133333
California,2019,3,0.0713189151337229,1527.9736719666664,1441.121369956522,0.2237489999999999,-1e-06,-1e-06,2,50.78333333333333,60.20000000000001,56.8,48.06666666666666,50.96666666666667,45.2,2019-03-01,480.44837265217393
California,2019,4,0.0695550418129406,1579.68970394,0.172157,0.2237489999999999,-1e-06,-1e-06,2,44.9,59.5,59.0,50.96666666666667,53.8,48.5,2019-04-01,0.1319683333333333
California,2019,5,0.0706559571619812,1579.68970394,0.172157,0.2237489999999999,-1e-06,-1e-06,2,45.7,54.73333333333334,60.13333333333333,53.8,56.8,50.5,2019-05-01,0.1319683333333333
California,2019,6,0.0701734688149104,1441.121369956522,0.2237489999999999,-1e-06,-1e-06,-1e-06,3,48.06666666666666,49.3,60.20000000000001,56.8,59.0,53.9,2019-06-01,0.07458233333333329
California,2019,7,0.0722658240750178,0.172157,0.2237489999999999,-1e-06,-1e-06,-1e-06,3,50.96666666666667,44.9,59.5,59.0,60.13333333333333,57.0,2019-07-01,0.07458233333333329
California,2019,8,0.0707309193031289,0.172157,0.2237489999999999,-1e-06,-1e-06,-1e-06,3,53.8,45.7,54.73333333333334,60.13333333333333,60.20000000000001,59.5,2019-08-01,0.07458233333333329
California,2019,9,0.0698347855314528,0.2237489999999999,-1e-06,-1e-06,-1e-06,-1e-06,4,56.8,48.06666666666666,49.3,60.20000000000001,59.5,60.5,2019-09-01,-1e-06
California,2020,1,0.0698547821732599,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,59.5,60.833333333333336,52.73333333333333,46.7,48.2,45.3,2020-01-01,-1e-06
California,2020,10,0.0689194455269164,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,60.833333333333336,52.73333333333333,46.7,61.8,55.91666666666666,63.0,2020-10-01,-1e-06
California,2020,11,0.0635087298254035,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,62.26666666666667,55.70000000000001,48.2,55.9,50.916666666666664,61.9,2020-11-01,-1e-06
California,2020,12,0.0706615445113282,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,62.5,58.53333333333334,50.0,51.03333333333333,46.333333333333336,60.5,2020-12-01,-1e-06
California,2020,2,0.0709916533582426,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,55.31666666666666,62.26666666666667,55.70000000000001,48.2,50.0,47.3,2020-02-01,-1e-06
California,2020,3,0.0712199312714776,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,50.166666666666664,62.5,58.53333333333334,50.0,52.73333333333333,47.5,2020-03-01,-1e-06
California,2020,4,0.0685434879241369,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,46.7,61.8,60.833333333333336,52.73333333333333,55.70000000000001,49.8,2020-04-01,-1e-06
California,2020,5,0.067100249262241,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,48.2,55.9,62.26666666666667,55.70000000000001,58.53333333333334,52.7,2020-05-01,-1e-06
California,2020,6,0.0726544124052617,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,50.0,51.03333333333333,62.5,58.53333333333334,60.833333333333336,55.7,2020-06-01,-1e-06
California,2020,7,0.0679917161991339,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,52.73333333333333,46.7,61.8,60.833333333333336,62.26666666666667,58.7,2020-07-01,-1e-06
California,2020,8,0.0691463611424883,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,55.70000000000001,48.2,55.9,62.26666666666667,62.5,61.2,2020-08-01,-1e-06
California,2020,9,0.0693257098875725,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5,58.53333333333334,50.0,51.03333333333333,62.5,61.8,62.6,2020-09-01,-1e-06
Connecticut,2016,1,0.0885896527285613,0.002,0.00375,0.0176153846153846,0.1216666666666666,0.0139999999999999,0,50.36666666666667,52.666666666666664,42.06666666666667,31.866666666666664,34.6,29.7,2016-01-01,0.047677350427350405
Connecticut,2016,10,0.0731623931623931,0.1216666666666666,0.0139999999999999,0.0032,0.0056666666666666,0.0006666666666666,0,52.666666666666664,42.06666666666667,31.866666666666664,53.26666666666667,45.25,54.5,2016-10-01,0.0076222222222221666
Connecticut,2016,11,0.079175704989154,-1e-06,0.0069999999999999,0.006,0.00125,-1e-06,2,54.1,46.166666666666664,34.6,45.0,38.28333333333334,53.5,2016-11-01,0.004749999999999967
Connecticut,2016,12,0.0883846935320013,0.0139999999999999,0.0,0.006,0.00125,-1e-06,1,54.2,49.9,38.3,37.46666666666666,33.333333333333336,51.8,2016-12-01,0.002416666666666667
Connecticut,2016,2,0.0699925539836187,0.002,0.0042222222222222,0.0390666666666666,-1e-06,0.0069999999999999,1,43.083333333333336,54.1,46.166666666666664,34.6,38.3,30.9,2016-02-01,0.014429296296296265
Connecticut,2016,3,0.086635325721961,0.0015,0.0071666666666666,0.0476666666666666,0.0139999999999999,0.0,0,34.18333333333334,54.2,49.9,38.3,42.06666666666667,35.0,2016-03-01,0.022944444444444365
Connecticut,2016,4,0.0747051114023591,0.00375,0.0176153846153846,0.1216666666666666,0.0139999999999999,0.0032,0,31.866666666666664,53.26666666666667,52.666666666666664,42.06666666666667,46.166666666666664,37.9,2016-04-01,0.051094017094017036
Connecticut,2016,5,0.074784276126558,0.0042222222222222,0.0390666666666666,-1e-06,0.0069999999999999,0.006,1,34.6,45.0,54.1,46.166666666666664,49.9,42.0,2016-05-01,0.015355222222222166
Connecticut,2016,6,0.0715673575129533,0.0071666666666666,0.0476666666666666,0.0139999999999999,0.0,0.006,0,38.3,37.46666666666666,54.2,49.9,52.666666666666664,46.3,2016-06-01,0.0205555555555555
Connecticut,2016,7,0.0663492063492063,0.0176153846153846,0.1216666666666666,0.0139999999999999,0.0032,0.0056666666666666,0,42.06666666666667,31.866666666666664,53.26666666666667,52.666666666666664,54.1,50.2,2016-07-01,0.04628888888888883
Connecticut,2016,8,0.0757622420696027,0.0390666666666666,-1e-06,0.0069999999999999,0.006,0.00125,1,46.166666666666664,34.6,45.0,54.1,54.2,53.2,2016-08-01,0.004332999999999966
Connecticut,2016,9,0.0703452726686027,0.0476666666666666,0.0139999999999999,0.0,0.006,0.00125,0,49.9,38.3,37.46666666666666,54.2,53.26666666666667,54.6,2016-09-01,0.006666666666666633
Connecticut,2017,1,0.0863439306358381,0.0139999999999999,0.0032,0.0056666666666666,0.0006666666666666,-1e-06,1,53.26666666666667,51.8,41.96666666666667,33.333333333333336,35.13333333333333,32.7,2017-01-01,0.003177777777777734
Connecticut,2017,10,0.0831353919239905,0.0006666666666666,-1e-06,-1e-06,-1e-06,-1e-06,4,51.8,41.96666666666667,33.333333333333336,52.63333333333333,44.166666666666664,54.1,2017-10-01,-1e-06
