state,birth_year,birth_month,LBW_ratio,latitude,longitude,mp1,mp2,mp3,mp4,mp5,missing_per_row
Alabama,2019.0,4,0.095122489516663,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2019.0,5,0.1054825932874713,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2019.0,6,0.1146439767129422,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2019.0,7,0.1021941095078078,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2019.0,8,0.1072803961122318,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2019.0,9,0.1033888569787478,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,1,0.1024706358849736,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,10,0.1102494236009222,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,11,0.1077335717478766,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,12,0.1099529940731657,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,2,0.1097341144659756,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,3,0.1009232060428031,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,4,0.1090390522158841,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,5,0.1024727110715081,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,6,0.1137312186978297,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,7,0.111303012857417,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,8,0.1000964320154291,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Alabama,2020.0,9,0.1062550120288692,32.7794,-86.8287,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2016.0,1,0.0676613374679104,37.1841,-119.469,0.0012857142857142,0.1931784444444444,0.253352,-1e-06,0.0025,1
California,2016.0,10,0.0685255757805288,37.1841,-119.469,-1e-06,0.0025,0.006,0.0005,-1e-06,2
California,2016.0,11,0.0697557921102066,37.1841,-119.469,-1e-06,0.0025,0.006,0.0005,-1e-06,2
California,2016.0,12,0.0696492750030982,37.1841,-119.469,0.0025,-1e-06,0.0035,0.0,0.410987,1
California,2016.0,2,0.0690129663932257,37.1841,-119.469,0.002090909090909,0.4443416666666666,0.2074792,-1e-06,0.0025,1
California,2016.0,3,0.0675361538649766,37.1841,-119.469,0.0049999999999999,0.2880119,-1e-06,0.0025,-1e-06,2
California,2016.0,4,0.0696048474804495,37.1841,-119.469,0.1931784444444444,0.253352,-1e-06,0.0025,0.006,1
California,2016.0,5,0.071605499949449,37.1841,-119.469,0.4443416666666666,0.2074792,-1e-06,0.0025,0.006,1
California,2016.0,6,0.0677829738019812,37.1841,-119.469,0.2880119,-1e-06,0.0025,-1e-06,0.0035,2
California,2016.0,7,0.0698019922550476,37.1841,-119.469,0.253352,-1e-06,0.0025,0.006,0.0005,1
California,2016.0,8,0.0661736948460018,37.1841,-119.469,0.2074792,-1e-06,0.0025,0.006,0.0005,1
California,2016.0,9,0.0654199267333001,37.1841,-119.469,-1e-06,0.0025,-1e-06,0.0035,0.0,2
California,2017.0,1,0.0717951323611605,37.1841,-119.469,0.0025,0.006,0.0005,-1e-06,0.410987,1
California,2017.0,10,0.0683893963020717,37.1841,-119.469,-1e-06,0.410987,-1e-06,-1e-06,-1e-06,4
California,2017.0,11,0.0690357161263722,37.1841,-119.469,-1e-06,0.410987,-1e-06,-1e-06,-1e-06,4
California,2017.0,12,0.0694043250839253,37.1841,-119.469,0.410987,-1e-06,-1e-06,-1e-06,-1e-06,4
California,2017.0,2,0.0671629353924782,37.1841,-119.469,0.0025,0.006,0.0005,-1e-06,0.410987,1
California,2017.0,3,0.0680110412513418,37.1841,-119.469,-1e-06,0.0035,0.0,0.410987,-1e-06,2
California,2017.0,4,0.0694001190025423,37.1841,-119.469,0.006,0.0005,-1e-06,0.410987,-1e-06,2
California,2017.0,5,0.068248730964467,37.1841,-119.469,0.006,0.0005,-1e-06,0.410987,-1e-06,2
California,2017.0,6,0.0684741585149811,37.1841,-119.469,0.0035,0.0,0.410987,-1e-06,-1e-06,2
California,2017.0,7,0.070427755949292,37.1841,-119.469,0.0005,-1e-06,0.410987,-1e-06,-1e-06,3
California,2017.0,8,0.0676392572944297,37.1841,-119.469,0.0005,-1e-06,0.410987,-1e-06,-1e-06,3
California,2017.0,9,0.0677389794540368,37.1841,-119.469,0.0,0.410987,-1e-06,-1e-06,-1e-06,3
California,2018.0,1,0.0705343111576741,37.1841,-119.469,0.410987,-1e-06,-1e-06,-1e-06,-1e-06,4
California,2018.0,10,0.0698562158035373,37.1841,-119.469,-1e-06,-1e-06,1579.68970394,0.172157,0.2237489999999999,2
California,2018.0,11,0.0727053203496154,37.1841,-119.469,-1e-06,-1e-06,1579.68970394,0.172157,0.2237489999999999,2
California,2018.0,12,0.0685306871691186,37.1841,-119.469,-1e-06,1527.9736719666664,1441.121369956522,0.2237489999999999,-1e-06,2
California,2018.0,2,0.0682101720486262,37.1841,-119.469,0.410987,-1e-06,-1e-06,-1e-06,-1e-06,4
California,2018.0,3,0.0705614768189151,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,1527.9736719666664,4
California,2018.0,4,0.0706113843991567,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,1579.68970394,4
California,2018.0,5,0.0723188018186681,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,1579.68970394,4
California,2018.0,6,0.0700544959128065,37.1841,-119.469,-1e-06,-1e-06,-1e-06,1527.9736719666664,1441.121369956522,3
California,2018.0,7,0.0695349189516739,37.1841,-119.469,-1e-06,-1e-06,-1e-06,1579.68970394,0.172157,3
California,2018.0,8,0.0680209220289502,37.1841,-119.469,-1e-06,-1e-06,-1e-06,1579.68970394,0.172157,3
California,2018.0,9,0.0666683728310385,37.1841,-119.469,-1e-06,-1e-06,1527.9736719666664,1441.121369956522,0.2237489999999999,2
California,2019.0,1,0.0733169217596061,37.1841,-119.469,-1e-06,1579.68970394,0.172157,0.2237489999999999,-1e-06,2
California,2019.0,10,0.068644412782414,37.1841,-119.469,0.2237489999999999,-1e-06,-1e-06,-1e-06,-1e-06,4
California,2019.0,11,0.072802464681229,37.1841,-119.469,0.2237489999999999,-1e-06,-1e-06,-1e-06,-1e-06,4
California,2019.0,12,0.0725026705743789,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2019.0,2,0.0702768033487604,37.1841,-119.469,-1e-06,1579.68970394,0.172157,0.2237489999999999,-1e-06,2
California,2019.0,3,0.0713189151337229,37.1841,-119.469,1527.9736719666664,1441.121369956522,0.2237489999999999,-1e-06,-1e-06,2
California,2019.0,4,0.0695550418129406,37.1841,-119.469,1579.68970394,0.172157,0.2237489999999999,-1e-06,-1e-06,2
California,2019.0,5,0.0706559571619812,37.1841,-119.469,1579.68970394,0.172157,0.2237489999999999,-1e-06,-1e-06,2
California,2019.0,6,0.0701734688149104,37.1841,-119.469,1441.121369956522,0.2237489999999999,-1e-06,-1e-06,-1e-06,3
California,2019.0,7,0.0722658240750178,37.1841,-119.469,0.172157,0.2237489999999999,-1e-06,-1e-06,-1e-06,3
California,2019.0,8,0.0707309193031289,37.1841,-119.469,0.172157,0.2237489999999999,-1e-06,-1e-06,-1e-06,3
California,2019.0,9,0.0698347855314528,37.1841,-119.469,0.2237489999999999,-1e-06,-1e-06,-1e-06,-1e-06,4
California,2020.0,1,0.0698547821732599,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,10,0.0689194455269164,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,11,0.0635087298254035,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,12,0.0706615445113282,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,2,0.0709916533582426,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,3,0.0712199312714776,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,4,0.0685434879241369,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,5,0.067100249262241,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,6,0.0726544124052617,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,7,0.0679917161991339,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,8,0.0691463611424883,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
California,2020.0,9,0.0693257098875725,37.1841,-119.469,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2016.0,1,0.0885896527285613,41.6219,-72.7273,0.002,0.00375,0.0176153846153846,0.1216666666666666,0.0139999999999999,0
Connecticut,2016.0,10,0.0731623931623931,41.6219,-72.7273,0.1216666666666666,0.0139999999999999,0.0032,0.0056666666666666,0.0006666666666666,0
Connecticut,2016.0,11,0.079175704989154,41.6219,-72.7273,-1e-06,0.0069999999999999,0.006,0.00125,-1e-06,2
Connecticut,2016.0,12,0.0883846935320013,41.6219,-72.7273,0.0139999999999999,0.0,0.006,0.00125,-1e-06,1
Connecticut,2016.0,2,0.0699925539836187,41.6219,-72.7273,0.002,0.0042222222222222,0.0390666666666666,-1e-06,0.0069999999999999,1
Connecticut,2016.0,3,0.086635325721961,41.6219,-72.7273,0.0015,0.0071666666666666,0.0476666666666666,0.0139999999999999,0.0,0
Connecticut,2016.0,4,0.0747051114023591,41.6219,-72.7273,0.00375,0.0176153846153846,0.1216666666666666,0.0139999999999999,0.0032,0
Connecticut,2016.0,5,0.074784276126558,41.6219,-72.7273,0.0042222222222222,0.0390666666666666,-1e-06,0.0069999999999999,0.006,1
Connecticut,2016.0,6,0.0715673575129533,41.6219,-72.7273,0.0071666666666666,0.0476666666666666,0.0139999999999999,0.0,0.006,0
Connecticut,2016.0,7,0.0663492063492063,41.6219,-72.7273,0.0176153846153846,0.1216666666666666,0.0139999999999999,0.0032,0.0056666666666666,0
Connecticut,2016.0,8,0.0757622420696027,41.6219,-72.7273,0.0390666666666666,-1e-06,0.0069999999999999,0.006,0.00125,1
Connecticut,2016.0,9,0.0703452726686027,41.6219,-72.7273,0.0476666666666666,0.0139999999999999,0.0,0.006,0.00125,0
Connecticut,2017.0,1,0.0863439306358381,41.6219,-72.7273,0.0139999999999999,0.0032,0.0056666666666666,0.0006666666666666,-1e-06,1
Connecticut,2017.0,10,0.0831353919239905,41.6219,-72.7273,0.0006666666666666,-1e-06,-1e-06,-1e-06,-1e-06,4
Connecticut,2017.0,11,0.074074074074074,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2017.0,12,0.076581576026637,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2017.0,2,0.0737417089348419,41.6219,-72.7273,0.0069999999999999,0.006,0.00125,-1e-06,-1e-06,2
Connecticut,2017.0,3,0.0807265388496468,41.6219,-72.7273,0.0,0.006,0.00125,-1e-06,-1e-06,2
Connecticut,2017.0,4,0.0870767104353835,41.6219,-72.7273,0.0032,0.0056666666666666,0.0006666666666666,-1e-06,-1e-06,2
Connecticut,2017.0,5,0.0834976988823142,41.6219,-72.7273,0.006,0.00125,-1e-06,-1e-06,-1e-06,3
Connecticut,2017.0,6,0.0832500832500832,41.6219,-72.7273,0.006,0.00125,-1e-06,-1e-06,-1e-06,3
Connecticut,2017.0,7,0.0762627930009904,41.6219,-72.7273,0.0056666666666666,0.0006666666666666,-1e-06,-1e-06,-1e-06,3
Connecticut,2017.0,8,0.0752351097178683,41.6219,-72.7273,0.00125,-1e-06,-1e-06,-1e-06,-1e-06,4
Connecticut,2017.0,9,0.0756463453558889,41.6219,-72.7273,0.00125,-1e-06,-1e-06,-1e-06,-1e-06,4
Connecticut,2018.0,1,0.0757413361914969,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2018.0,10,0.0765985069782538,41.6219,-72.7273,-1e-06,-1e-06,29.666666666666668,-1e-06,-1e-06,4
Connecticut,2018.0,11,0.073706591070163,41.6219,-72.7273,-1e-06,29.666666666666668,-1e-06,-1e-06,-1e-06,4
Connecticut,2018.0,12,0.0854792560801144,41.6219,-72.7273,-1e-06,29.666666666666668,-1e-06,-1e-06,-1e-06,4
Connecticut,2018.0,2,0.0838709677419354,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,29.666666666666668,4
Connecticut,2018.0,3,0.0787564766839378,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,29.666666666666668,4
Connecticut,2018.0,4,0.0735030476873431,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,29.666666666666668,4
Connecticut,2018.0,5,0.0717503217503217,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,29.666666666666668,-1e-06,4
Connecticut,2018.0,6,0.0756533700137551,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,29.666666666666668,-1e-06,4
Connecticut,2018.0,7,0.0660187667560321,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,29.666666666666668,-1e-06,4
Connecticut,2018.0,8,0.0667970022808732,41.6219,-72.7273,-1e-06,-1e-06,29.666666666666668,-1e-06,-1e-06,4
Connecticut,2018.0,9,0.0719944884602135,41.6219,-72.7273,-1e-06,-1e-06,29.666666666666668,-1e-06,-1e-06,4
Connecticut,2019.0,1,0.0831839368949444,41.6219,-72.7273,-1e-06,29.666666666666668,-1e-06,-1e-06,-1e-06,4
Connecticut,2019.0,10,0.0737732656514382,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2019.0,11,0.0772372818418121,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2019.0,12,0.0736688548504741,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2019.0,2,0.0746210649047804,41.6219,-72.7273,29.666666666666668,-1e-06,-1e-06,-1e-06,-1e-06,4
Connecticut,2019.0,3,0.0823363828289936,41.6219,-72.7273,29.666666666666668,-1e-06,-1e-06,-1e-06,-1e-06,4
Connecticut,2019.0,4,0.0747763864042933,41.6219,-72.7273,29.666666666666668,-1e-06,-1e-06,-1e-06,-1e-06,4
Connecticut,2019.0,5,0.0712290502793296,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2019.0,6,0.0836864406779661,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2019.0,7,0.0665342601787487,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2019.0,8,0.0718525460793502,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2019.0,9,0.0782730782730782,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,1,0.0847396768402154,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,10,0.0802971347718429,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,11,0.0871632329635499,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,12,0.0766208251473477,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,2,0.0836349014877362,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,3,0.06975113915177,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,4,0.0744680851063829,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,5,0.0794096978215038,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,6,0.0764685436218283,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,7,0.0661789158629863,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,8,0.0732844770153231,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Connecticut,2020.0,9,0.0767634854771784,41.6219,-72.7273,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Delaware,2016.0,1,0.1124260355029585,38.9896,-75.505,0.002,0.0104999999999999,0.0176153846153846,0.1216666666666666,0.0139999999999999,0
Delaware,2016.0,10,0.0722347629796839,38.9896,-75.505,0.1216666666666666,0.0139999999999999,0.0032,0.0056666666666666,0.0006666666666666,0
Delaware,2016.0,11,0.0788863109048723,38.9896,-75.505,-1e-06,0.0069999999999999,0.006,0.00125,-1e-06,2
Delaware,2016.0,12,0.0665054413542926,38.9896,-75.505,0.0139999999999999,0.0,0.006,0.00125,-1e-06,1
Delaware,2016.0,2,0.0625737898465171,38.9896,-75.505,0.002,0.0096666666666666,0.0390666666666666,-1e-06,0.0069999999999999,1
Delaware,2016.0,3,0.0831643002028397,38.9896,-75.505,-1e-06,0.0071666666666666,0.0476666666666666,0.0139999999999999,0.0,1
Delaware,2016.0,4,0.0968858131487889,38.9896,-75.505,0.0104999999999999,0.0176153846153846,0.1216666666666666,0.0139999999999999,0.0032,0
Delaware,2016.0,5,0.0822510822510822,38.9896,-75.505,0.0096666666666666,0.0390666666666666,-1e-06,0.0069999999999999,0.006,1
Delaware,2016.0,6,0.0694736842105263,38.9896,-75.505,0.0071666666666666,0.0476666666666666,0.0139999999999999,0.0,0.006,0
Delaware,2016.0,7,0.06775956284153,38.9896,-75.505,0.0176153846153846,0.1216666666666666,0.0139999999999999,0.0032,0.0056666666666666,0
Delaware,2016.0,8,0.058252427184466,38.9896,-75.505,0.0390666666666666,-1e-06,0.0069999999999999,0.006,0.00125,1
Delaware,2016.0,9,0.0648936170212765,38.9896,-75.505,0.0476666666666666,0.0139999999999999,0.0,0.006,0.00125,0
Delaware,2017.0,1,0.1013986013986013,38.9896,-75.505,0.0139999999999999,0.0032,0.0056666666666666,0.0006666666666666,-1e-06,1
Delaware,2017.0,10,0.0700836820083682,38.9896,-75.505,0.0006666666666666,-1e-06,-1e-06,-1e-06,-1e-06,4
Delaware,2017.0,11,0.0974421437271619,38.9896,-75.505,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Delaware,2017.0,12,0.0470588235294117,38.9896,-75.505,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Delaware,2017.0,2,0.077020202020202,38.9896,-75.505,0.0069999999999999,0.006,0.00125,-1e-06,-1e-06,2
Delaware,2017.0,3,0.0726872246696035,38.9896,-75.505,0.0,0.006,0.00125,-1e-06,-1e-06,2
Delaware,2017.0,4,0.059322033898305,38.9896,-75.505,0.0032,0.0056666666666666,0.0006666666666666,-1e-06,-1e-06,2
Delaware,2017.0,5,0.0856832971800433,38.9896,-75.505,0.006,0.00125,-1e-06,-1e-06,-1e-06,3
Delaware,2017.0,6,0.0916754478398314,38.9896,-75.505,0.006,0.00125,-1e-06,-1e-06,-1e-06,3
Delaware,2017.0,7,0.0836047774158523,38.9896,-75.505,0.0056666666666666,0.0006666666666666,-1e-06,-1e-06,-1e-06,3
Delaware,2017.0,8,0.0734824281150159,38.9896,-75.505,0.00125,-1e-06,-1e-06,-1e-06,-1e-06,4
Delaware,2017.0,9,0.0783664459161147,38.9896,-75.505,0.00125,-1e-06,-1e-06,-1e-06,-1e-06,4
Delaware,2018.0,1,0.1068075117370892,38.9896,-75.505,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,5
Delaware,2018.0,10,0.0597519729425028,38.9896,-75.505,-1e-06,-1e-06,29.666666666666668,-1e-06,-1e-06,4
Delaware,2018.0,11,0.115995115995116,38.9896,-75.505,-1e-06,29.666666666666668,-1e-06,-1e-06,-1e-06,4
Delaware,2018.0,12,0.0775280898876404,38.9896,-75.505,-1e-06,29.666666666666668,-1e-06,-1e-06,-1e-06,4
Delaware,2018.0,2,0.0672588832487309,38.9896,-75.505,-1e-06,-1e-06,-1e-06,-1e-06,29.666666666666668,4
Delaware,2018.0,3,0.0606060606060606,38.9896,-75.505,-1e-06,-1e-06,-1e-06,-1e-06,29.666666666666668,4
Delaware,2018.0,4,0.0691358024691358,38.9896,-75.505,-1e-06,-1e-06,-1e-06,-1e-06,29.666666666666668,4
Delaware,2018.0,5,0.0867630700778643,38.9896,-75.505,-1e-06,-1e-06,-1e-06,29.666666666666668,-1e-06,4
Delaware,2018.0,6,0.0877390326209223,38.9896,-75.505,-1e-06,-1e-06,-1e-06,29.666666666666668,-1e-06,4
Delaware,2018.0,7,0.0521844660194174,38.9896,-75.505,-1e-06,-1e-06,-1e-06,29.666666666666668,-1e-06,4
Delaware,2018.0,8,0.0710607621009268,38.9896,-75.505,-1e-06,-1e-06,29.666666666666668,-1e-06,-1e-06,4
Delaware,2018.0,9,0.0800464037122969,38.9896,-75.505,-1e-06,-1e-06,29.666666666666668,-1e-06,-1e-06,4
